id,flag,lk_store_id,store,si_store_id,alt_store_name_catch,status,store_open_status,store_pickup_available,brand_lk_jj,store_type_labels,location_type_labels,address_full,address_line_1,address_line_2,address_locality,address_landmark,address_city,address_state,address_pin_code,address_country,latitude,longitude,wp_db_id,place_id,google_cid_g,flaberry_place_id_ur,fb_page_id,appointment_url,store_email,store_virtual_number,store_phone,business_hours_openi,business_hours_closi,store_manager_name,store_manager_mobile,payment_types,parking_options,store_opening_date,store_size,single_interface_sto,slug,lenskart_store_page_,google_maps_url,google_search_url,google_review_url,bing,foursquare_url,yalwa_url,dealsnyou_url,magicpin_url,review_short_url,map_short_url,from_the_brand,labels,busy_hours,slightly_hours,serviceOptions,store_front_image,is_union_territory,created_at,updated_at,running_status,ratingAndReviewCount,distance
60,1,ST115,115,102811115,Himayat Nagar,Active,1,False,Lenskart,FOFO,High Street,"Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, Ap State Housing Board, Himayat Nagar, Near Mc Donald Brand Factory, Hyderabad, Telangana, 500029","Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, AP State Housing Board",,Himayat Nagar,Near Mc Donald Brand Factory,Hyderabad,Telangana,500029,India,17.4006,78.488,3348,ChIJjWQyMMOZyzsR4q1pZk1GI7k,13340583819446169058,http://places.flaberry.com/?place_id=ChIJjWQyMMOZyzsR4q1pZk1GI7k,F439002039781502,lskt.me/F115,himayatnagar.hyderabad@lenskart.mobi,7428890115,7093063663,11:00 AM,09:30 PM,Amair khan,7093063663,"Cash, Master Card, Debit Card, Visa",Free parking on site,2-27-2016,600,https://stores.lenskart.com/optometrist-sunglasses-Himayat-Nagar-Hyderabad-61116/Home#book,optometrist-sunglasses-himayat-nagar-hyderabad-61116,https://www.lenskart.com/optical-store/hyderabad/himayat-nagar,https://maps.google.com/maps?cid=13340583819446169058,https://local.google.com/place?id=13340583819446169058&use=srp,https://search.google.com/local/writereview?placeid=ChIJjWQyMMOZyzsR4q1pZk1GI7k,http://www.bing.com/maps?ss=ypid.YN4070x245285818085030145&mkt=en-IN,https://foursquare.com/v/lenskartcom/5cb6b4454acb19002c86cc4c,https://hyderabad.yalwa.in/ID_136238114/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28241,active,lskt.me/R0115,lskt.me/L0115,"Lenskart.com is now at Himayat Nagar, ST115. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, from",Metro,"08:00 PM,08:30 PM,07:00 PM,07:30 PM,09:00 PM,09:30 PM","06:00 PM,06:30 PM,04:00 PM,04:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/ST115/WhatsApp%20Image%202019-12-20%20at%203.47.31%20PM.jpeg,0,,2023-12-19 12:38:56,1,"{'averageRating': '4.8', 'totalReviews': 2046}",
2364,,LKST2200,,,Sainikpuri Hyderabad,,1,True,Lenskart,COCO,High Street,"Plot Bearing Nos 01 and 02, Survey No 218 1, ECIL Road, Sainikpuri, Secunderabad, Hyderabad, Telangana, 500094","Plot Bearing Nos 01 and 02, Survey No 218 1, ECIL Road Sainikpuri, Secunderabad",,Sainikpuri,,Hyderabad,Telangana,500094,India,17.489686,78.539794,,a,a,,,a,sainikpuri.hyderabad@lenskartstore.com,6305691865,6305691865,11:00 AM,09:30 PM,Ibrahim,6305691865,,Available,a,a,https://stores.lenskart.com/lenskart-com-sainikpuri-hyderabad-Sainikpuri-hyderabad-794864/Home#book,lenskart-com-sainikpuri-hyderabad-sainikpuri-hyderabad-794864,,a,a,a,,,,,,a,a,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2024-04-02 00:00:00,2024-04-02 00:00:00,1,"{'averageRating': None, 'totalReviews': None}",
63,1,ST123,123,102851123,Sanjeeva Reddy Nagar,Active,1,False,Lenskart,FOFO,High Street,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038","262/3RT, Ground Floor, MN Reddy Classic, SR Nagar",,Sanjeeva Reddy Nagar,Opposite Himalaya Book World,Hyderabad,Telangana,500038,India,17.4422,78.4448,3346,ChIJw2Fzb8SQyzsR8PPF2PcAPtw,15870123201393980400,http://places.flaberry.com/?place_id=ChIJw2Fzb8SQyzsR8PPF2PcAPtw,F1089309657841612,lskt.me/F123,Srnagar.Hyderabad@lenskart.mobi,7428890123,9110784132,11:00 AM,09:30 PM,Md Ameer,7995425073,"Cash, Master Card, Debit Card, Visa",Free parking on site,2-28-2016,600,https://stores.lenskart.com/optometrist-sunglasses-Sanjeeva-Reddy-Nagar-Hyderabad-61120/Home#book,optometrist-sunglasses-sanjeeva-reddy-nagar-hyderabad-61120,https://www.lenskart.com/optical-store/hyderabad/ps-road-sr-nagar,https://maps.google.com/maps?cid=15870123201393980400,https://local.google.com/place?id=15870123201393980400&use=srp,https://search.google.com/local/writereview?placeid=ChIJw2Fzb8SQyzsR8PPF2PcAPtw,http://www.bing.com/maps?ss=ypid.YN4070x245285818085030145&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c8373fada5ede002c49a244,https://hyderabad.yalwa.in/ID_136238118/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28212,active,lskt.me/R0123,lskt.me/L0123,"Lenskart.com is now at Sanjeeva Reddy Nagar, ST123. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewea",Metro,"08:00 PM,08:30 PM,07:00 PM,07:30 PM,05:00 PM,05:30 PM","04:00 PM,04:30 PM,12:00 PM,12:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/ST123/Capture1.JPG,0,,2024-02-01 14:13:04,1,"{'averageRating': '4.9', 'totalReviews': 4197}",
838,,LKST786,,,BN Reddy Nagar,,1,True,Lenskart,COCO,High Street,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070","Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar",,Omkar Nagar,Beside HP Petrol Pump & Old Court Building,Hyderabad,Telangana,500070,India,17.3366177,78.5510179,,ChIJ-YwvYSCjyzsR5knFdLuJdbw,13579911689616574950,,,lskt.me/A786,bnreddy.hyderabad@lenskartstore.com,9319360961,7386137809,11:00 AM,09:30 PM,MOHD JAHANGEER SHAH,9000714334,,Free Parking,09-Apr-2021,a,https://stores.lenskart.com/lenskart-com-BN-Reddy-Nagar-Omkar-Nagar-Hyderabad-801546/Home#book,lenskart-com-bn-reddy-nagar-omkar-nagar-hyderabad-801546,,https://maps.google.com/maps?cid=13579911689616574950,https://local.google.com/place?id=13579911689616574950&use=srp,https://search.google.com/local/writereview?placeid=ChIJ-YwvYSCjyzsR5knFdLuJdbw,,,,,,lskt.me/R1786,lskt.me/L1786,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2021-04-24 00:00:00,2023-01-23 15:13:30,1,"{'averageRating': '4.9', 'totalReviews': 1112}",
1863,,LKST1782,,,Ameenpur Main Road,,1,True,Lenskart,COCO,High Street,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032","Plot No 3, Chanda nagar","Serilingampally Mandal, Ranagreddy dist",Ameenpur,,Hyderabad,Telangana,502032,India,17.49506,78.33101,,ChIJV9HFVg-TyzsR4Z1yM9kCV2Y,7374366046736784865,,,lskt.me/BLKST1782,Ameenpur.hyderabad@lenskartstore.com,9643806413,4049937616,11:00 AM,09:30 PM,a,a,,Available,a,a,https://stores.lenskart.com/lenskart-com-ameenpur-main-road-Ameenpur-hyderabad-940137/Home#book,lenskart-com-ameenpur-main-road-ameenpur-hyderabad-940137,,https://maps.google.com/maps?cid=7374366046736784865,https://local.google.com/place?id=7374366046736784865&use=srp,https://search.google.com/local/writereview?placeid=ChIJV9HFVg-TyzsR4Z1yM9kCV2Y,,,,,,lskt.me/R1LKST1782,lskt.me/M1LKST1782,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2023-06-19 00:00:00,2024-02-02 18:40:06,1,"{'averageRating': '4.9', 'totalReviews': 499}",
845,,LKST791,,,MG Road Secunderabad,,1,True,Lenskart,COCO,High Street,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003","PB 1549, M G Road, Kalasiguda, Secunderabad",,MG Road,Opposite Paradise Hotel,Hyderabad,Telangana,500003,India,17.440851,78.4879804,,ChIJHx_UjPibyzsR2snvqUBUf9I,15167934706712824282,,,lskt.me/A791,mgroad.hyderabad2021@lenskartstore.com,7303181182,4042417180,11:00 AM,09:30 PM,a,a,,Free Parking,s,s,https://stores.lenskart.com/lenskart-com-MG-Road-Secunderabad-MG-Road-Hyderabad-120830/Home#book,lenskart-com-mg-road-secunderabad-mg-road-hyderabad-120830,,https://maps.google.com/maps?cid=15167934706712824282,https://local.google.com/place?id=15167934706712824282&use=srp,https://search.google.com/local/writereview?placeid=ChIJHx_UjPibyzsR2snvqUBUf9I,,,,,,lskt.me/R1791,lskt.me/L1791,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2021-05-11 00:00:00,2024-02-02 13:00:20,1,"{'averageRating': '4.9', 'totalReviews': 648}",
2136,,LKST1927,,,Gachibowli Service Road,,1,True,Lenskart,COCO,High Street,"Ground Floor, Commercial Complex, Plot No 138 &139, Satyanarayana Arcade, Gachibowli, Hyderabad, Telangana, 500032","Ground Floor, Commercial Complex","Plot No 138 &139, Satyanarayana Arcade",Gachibowli,,Hyderabad,Telangana,500032,India,17.4428048,78.35536152,,ChIJmTt7IFeTyzsRdfLmp-rBNFQ,6067687811558339189,,,lskt.me/BLKST1927,gachibowliservicerd.hyderabad@lenskartstore.COM,9582500516,4040124120,11:00 AM,09:00 PM,J NAVEEN KUMAR,8801111617,,Available,a,a,https://stores.lenskart.com/lenskart-com-gachibowli-service-road-Gachibowli-hyderabad-68674/Home#book,lenskart-com-gachibowli-service-road-gachibowli-hyderabad-68674,,https://maps.google.com/maps?cid=6067687811558339189,https://local.google.com/place?id=6067687811558339189&use=srp,https://search.google.com/local/writereview?placeid=ChIJmTt7IFeTyzsRdfLmp-rBNFQ,,,,,,lskt.me/R1LKST1927,lskt.me/M1LKST1927,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2023-11-01 00:00:00,2023-11-16 12:04:56,1,"{'averageRating': '4.9', 'totalReviews': 726}",
100,1,ST170,170,103251170,Tolichowki,Active,1,False,Lenskart,FOFO,High Street,"House No 8-1-523/95, Brindavan Colony, Beside Masqati, Tolichowki, Hyderabad, Telangana, 500008","House No 8-1-523/95, Brindavan Colony","Beside Masqati, Tolichowki",Tolichowki,Beside Masqati,Hyderabad,Telangana,500008,India,17.403951,78.408564,3304,ChIJF_DL1O2WyzsR_mZehyemSF8,6865920320631367422,http://places.flaberry.com/?place_id=ChIJF_DL1O2WyzsR_mZehyemSF8,F794856270669904,lskt.me/F170,tolichowki.hyderabad@lenskart.mobi,7428890170,7032824939,11:00 AM,09:30 PM,Abdul Samad,7032824939,"Cash, Master Card, Debit Card, Visa",Free parking on site,8-28-2016,350,https://stores.lenskart.com/optometrist-sunglasses-Tolichowki-Hyderabad-61160/Home#book,optometrist-sunglasses-tolichowki-hyderabad-61160,https://www.lenskart.com/optical-store/hyderabad/tolichowki-shaikpet,https://maps.google.com/maps?cid=6865920320631367422,https://local.google.com/place?id=6865920320631367422&use=srp,https://search.google.com/local/writereview?placeid=ChIJF_DL1O2WyzsR_mZehyemSF8,http://www.bing.com/maps?ss=ypid.YN4070x3216972777293037280&mkt=en-IN,https://foursquare.com/v/lenskartcom/5cb6b44fc97f280038ed1656,https://telangana.yalwa.in/ID_136238212/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28395,active,lskt.me/R0170,lskt.me/L0170,"Lenskart.com is now at Tolichowki, ST170. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, from bi",Metro,"08:00 PM,08:30 PM,09:00 PM,09:30 PM,07:00 PM,07:30 PM","06:00 PM,06:30 PM,05:00 PM,05:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/ST170/1.jpeg,0,,2024-03-29 10:51:11,1,"{'averageRating': '4.8', 'totalReviews': 1064}",
612,,LKST453,,,Banjara Hills 2,,1,True,Lenskart,COCO,COCO,"D No 8-2-626/5, Shop No-G5A, Reliance Classic Building, Road No 1, Banjara Hills","D.No 8-2-626/5, Shop No-G5A","Reliance Classic Building, Road No 1, Banjara Hills",Banjara Hills 2,Opposite Axis Bank,Hyderabad,Telangana,500034,India,17.4137001,78.4484106,,ChIJDf0UTTGXyzsRaG6lrDtMj_A,17334157309955632744,,,lskt.me/A453,Banjarahills.Hyderabad@lenskartstore.com,9711641453,8977002832,11:00 AM,09:30 PM,Shiva Avula,7799466188,,No Parking Available,,na,https://stores.lenskart.com/lenskart-com-Banjara-Hills-Banjara-Hills-Hyderabad-181995/Home#book,lenskart-com-banjara-hills-banjara-hills-hyderabad-181995,,https://maps.google.com/maps?cid=17334157309955632744,https://local.google.com/place?id=17334157309955632744&use=srp,https://search.google.com/local/writereview?placeid=ChIJDf0UTTGXyzsRaG6lrDtMj_A,,,,,active,lskt.me/R1453,lskt.me/L1453,"Lenskart.com is now at Banjara Hills, LKST453. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, fr",Metro,"08:00 PM,08:30 PM,09:00 PM,09:30 PM,07:00 PM,07:30 PM","06:00 PM,06:30 PM,05:00 PM,05:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2020-02-13 00:00:00,2023-01-23 15:13:29,1,"{'averageRating': '4.8', 'totalReviews': 243}",
613,,LKST496,,,Somajiguda,,1,True,Lenskart,COCO,High Street,"6-3-927/A&B, Ground Floor, Shobhan Building, Somajiguda, Raj Bhavan Road, Hyderabad, Telangana, 500082","6-3-927/A&B, Ground Floor","Shobhan Building, Somajiguda",Somajiguda,Raj Bhavan Road,Hyderabad,Telangana,500082,India,17.4234865,78.4563844,,ChIJ8SrXjReXyzsRaixjYxJQPRc,1674582676358769770,,,lskt.me/A496,Somajiguda.Hyderabad@lenskartstore.com,9643821496,9100555630,11:00 AM,09:30 PM,Ram Kumar P,9951237143,,,,650,https://stores.lenskart.com/lenskart-com-Somajiguda-Somajiguda-Hyderabad-21964/Home#book,lenskart-com-somajiguda-somajiguda-hyderabad-21964,,https://maps.google.com/maps?cid=1674582676358769770,https://local.google.com/place?id=1674582676358769770&use=srp,https://search.google.com/local/writereview?placeid=ChIJ8SrXjReXyzsRaixjYxJQPRc,,,,,active,lskt.me/R1496,lskt.me/L1496,"Lenskart.com is now at Somajiguda, LKST496. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, from ",Metro,"07:00 PM,07:30 PM,05:00 PM,05:30 PM,04:00 PM,04:30 PM","12:00 PM,12:30 PM,06:00 PM,06:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2020-02-13 00:00:00,2023-01-23 15:13:29,1,"{'averageRating': '4.7', 'totalReviews': 509}",
1381,,LKST1240,,,New Safilguda,,1,True,Lenskart,COCO,High Street,"D No 24-88/40/1, East Anand Bagh, Safilguda, Opposite Fortune Honda Showroom, Hyderabad, Telangana, 500047",D No 24-88/40/1,East Anand Bagh,Safilguda,Opposite Fortune Honda Showroom,Hyderabad,Telangana,500047,India,17.4583223,78.5424423,,ChIJEb3WutKbyzsRV5ylYfyUFMg,14417312118810713175,,,lskt.me/A1240,Safilgudanew.hyderabad@lenskartstore.com,8929331321,8123631734,11:00 AM,09:30 PM,a,a,,Available,a,a,https://stores.lenskart.com/lenskart-com-New-Safilguda-Safilguda-Hyderabad-456267/Home#book,lenskart-com-new-safilguda-safilguda-hyderabad-456267,,https://maps.google.com/maps?cid=14417312118810713175,https://local.google.com/place?id=14417312118810713175&use=srp,https://search.google.com/local/writereview?placeid=ChIJEb3WutKbyzsRV5ylYfyUFMg,,,,,,lskt.me/RLKST1240,lskt.me/MLKST1240,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2022-08-24 00:00:00,2023-03-13 18:39:15,1,"{'averageRating': '4.9', 'totalReviews': 2012}",
359,1,LKST216,1216,101200216,Malkajgiri,Active,1,True,Lenskart,COCO,High Street,"Shop No 3/238, Maruthi Nagar, Malkajgiri, Hyderabad, Telangana, 500047","Shop No 3/238, Maruthi Nagar",,Malkajgiri,Near Khadims,Hyderabad,Telangana,500047,India,17.45345,78.5341936,3097,ChIJKfXEhMebyzsRQ_Rk3z7QcMg,14443272973431665731,http://places.flaberry.com/?place_id=ChIJKfXEhMebyzsRQ_Rk3z7QcMg,F1779661898804087,lskt.me/A216,malkajgiri.hyderabad@lenskartstore.com,7428891216,8792211315,11:00 AM,09:30 PM,Ishak Sheikh,4048530378,"Cash, Master Card, Debit Card, Visa",Free parking on site,11-26-2017,600,https://stores.lenskart.com/optometrist-sunglasses-Malkajgiri-Hyderabad-60956/Home#book,optometrist-sunglasses-malkajgiri-hyderabad-60956,https://www.lenskart.com/optical-store/hyderabad/malkajgiri,https://maps.google.com/maps?cid=14443272973431665731,https://local.google.com/place?id=14443272973431665731&use=srp,https://search.google.com/local/writereview?placeid=ChIJKfXEhMebyzsRQ_Rk3z7QcMg,http://www.bing.com/maps?ss=ypid.YN4070x14944631471278008287&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c83395dacc5f5002c095008,https://hyderabad.yalwa.in/ID_136237750/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28282,active,lskt.me/RVLKST1216,lskt.me/MLKST1216,"Lenskart.com is now at Malkajgiri, LKST216. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, from ",Metro,"09:00 PM,09:30 PM,07:00 PM,07:30 PM,08:00 PM,08:30 PM","10:00 PM,10:30 PM,06:00 PM,06:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST216/Capture7.JPG,0,,2023-11-28 10:08:30,1,"{'averageRating': '4.8', 'totalReviews': 2134}",
360,1,LKST219,1219,101210219,Attapur,Active,1,True,Lenskart,COCO,High Street,"Shop No 4/3/164, Ring Road, Attapur, Opposite Pillar No 138, Hyderabad, Telangana, 500048","Shop No 4/3/164, Ring Road",,Attapur,Opposite Pillar No 138,Hyderabad,Telangana,500048,India,17.36551,78.4284379,3113,ChIJa7F_RE2WyzsRUgweKB9oWvU,17679557770222636114,http://places.flaberry.com/?place_id=ChIJa7F_RE2WyzsRUgweKB9oWvU,F179096646124150,lskt.me/A219,attapur.hyderabad@lenskartstore.com,7428891219,9100555628,11:00 AM,09:30 PM,MOHAMMAD ISAQ,9100555628,"Cash, Master Card, Debit Card, Visa",Free parking on site,9-30-2017,1680,https://stores.lenskart.com/optometrist-sunglasses-Attapur-Hyderabad-60957/Home#book,optometrist-sunglasses-attapur-hyderabad-60957,https://www.lenskart.com/optical-store/hyderabad/attapur-hyderabad,https://maps.google.com/maps?cid=17679557770222636114,https://local.google.com/place?id=17679557770222636114&use=srp,https://search.google.com/local/writereview?placeid=ChIJa7F_RE2WyzsRUgweKB9oWvU,http://www.bing.com/maps?ss=ypid.YN4070x1392392267387503059&mkt=en-IN,https://foursquare.com/v/lenskartcom/5c8339605315930039ae9f15,https://telangana.yalwa.in/ID_136237751/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28283,active,lskt.me/R1219,lskt.me/L1219,"Lenskart.com is now at Attapur, LKST219. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, from big",Metro,"08:00 PM,08:30 PM,12:00 PM,12:30 PM,05:00 PM,05:30 PM","06:00 PM,06:30 PM,04:00 PM,04:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST219/WhatsApp%20Image%202019-12-20%20at%204.20.46%20PM.jpeg,0,,2023-04-12 15:55:06,1,"{'averageRating': '4.3', 'totalReviews': 592}",
1132,,LKST1076,,,Gudimalkapur,,1,True,Lenskart,COCO,High Street,"Shop No 13-6-439/1/A/111/7, Balaji Nagar, Mehdipatnam Ring Road, Gudimalkapur, Near Pillar No 75, Hyderabad, Telangana, 500006","Shop No 13-6-439/1/A/111/7, Balaji Nagar",Mehdipatnam Ring Road,Gudimalkapur,Near Pillar No 75,Hyderabad,Telangana,500006,India,17.3853,78.4296,,ChIJDdp42TeXyzsRFiP5Qj-csPU,17703821930713916182,,,lskt.me/A1076,gudimalkapur.hyderabad@lenskartstore.com,8929344590,8977002861,11:00 AM,09:30 PM,Mohammad Isaq,7993150306,,Free Parking,a,a,https://stores.lenskart.com/lenskart-com-Gudimalkapur-Gudimalkapur-Hyderabad-472353/Home#book,lenskart-com-gudimalkapur-gudimalkapur-hyderabad-472353,,https://maps.google.com/maps?cid=17703821930713916182,https://local.google.com/place?id=17703821930713916182&use=srp,https://search.google.com/local/writereview?placeid=ChIJDdp42TeXyzsRFiP5Qj-csPU,,,,,,lskt.me/RV10761,lskt.me/ML10761,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2022-02-09 00:00:00,2023-01-23 15:13:31,1,"{'averageRating': '4.7', 'totalReviews': 338}",
367,1,LKST227,1227,101280227,Sarath City Capital Mall,Active,1,True,Lenskart,COCO,Mall,"Shop No 99, Ground Floor, Kondapur, Sarath City Capital Mall, Opposite Vision Express, Hyderabad, Telangana, 500032","Shop No 99, Ground Floor",Kondapur,Sarath City Capital Mall,Opposite Vision Express,Hyderabad,Telangana,500032,India,17.4577162,78.3639802,7544,ChIJP1s-omqTyzsRSxy8MTcDbGs,7740565395135536203,http://places.flaberry.com/?place_id=ChIJP1s-omqTyzsRSxy8MTcDbGs,F345400322850049,lskt.me/A227,saratcitymall.hyderabad@lenskartstore.com,7428891227,9951234424,11:00 AM,09:30 PM,Sai Akhil,6361298394,"Cash, Master Card, Debit Card, Visa",Free Parking Available,11-03-2018,772,https://stores.lenskart.com/optometrist-sunglasses-Kondapur-Hyderabad-60964/Home#book,optometrist-sunglasses-kondapur-hyderabad-60964,https://www.lenskart.com/optical-store/hyderabad/sarats-city-mall,https://maps.google.com/maps?cid=7740565395135536203,https://local.google.com/place?id=7740565395135536203&use=srp,https://search.google.com/local/writereview?placeid=ChIJP1s-omqTyzsRSxy8MTcDbGs,http://www.bing.com/maps?ss=ypid.YN4070x13564412353303153934&mkt=en-IN,,https://telangana.yalwa.in/ID_136237763/Lenskart-com.html,http://www.dealsandyou.com/vendor/lenskartcom-28287,active,lskt.me/R1227,lskt.me/L1227,"Lenskart.com is now at Sarath City Capital Mall, LKST227. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of ",Metro,"09:00 PM,09:30 PM,07:00 PM,07:30 PM,08:00 PM,08:30 PM","06:00 PM,06:30 PM,04:00 PM,04:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",https://my-lkstore.lenskart.com/store_locator_image/LKST227/1.JPG,0,,2024-02-07 16:08:52,1,"{'averageRating': '4.6', 'totalReviews': 842}",
623,,LKST505,,,Pragati Nagar,,1,True,Lenskart,COCO,High Street,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090","Ground Floor, GEV Tulasi Building 132",Pragati Nagar Main Road,Pragati Nagar,,Hyderabad,Telangana,500090,India,17.5152242,78.3940136,,ChIJMxgfozGPyzsRIc-UnlJhLU0,5561208122348195617,,,lskt.me/A505,Pragatinagar1.Hyderabad@lenskartstore.com,9582051505,8522888204,11:00 AM,09:30 PM,Parla.Radha,7093197926,,Free parking,,a,https://stores.lenskart.com/lenskart-com-Pragati-Nagar-Pragati-Nagar-Hyderabad-573076/Home#book,lenskart-com-pragati-nagar-pragati-nagar-hyderabad-573076,,https://maps.google.com/maps?cid=5561208122348195617,https://local.google.com/place?id=5561208122348195617&use=srp,https://search.google.com/local/writereview?placeid=ChIJMxgfozGPyzsRIc-UnlJhLU0,,,,,active,lskt.me/R1505,lskt.me/L1505,"Lenskart.com is now at Pragati Nagar, LKST505. Lenskart is India's fastest growing eyewear business with over 500 optical stores around the country. Our mission is to give vision to every Indian at affordable price. We have over 5000 styles of eyewear, fr",Metro,"06:00 PM,06:30 PM,07:00 PM,07:30 PM,05:00 PM,05:30 PM","12:00 PM,12:30 PM,04:00 PM,04:30 PM","{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2020-02-26 00:00:00,2024-02-01 14:04:52,1,"{'averageRating': '4.5', 'totalReviews': 468}",
1905,,LKST1330,,,Habsiguda,,1,True,Lenskart,COCO,High Street,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007","House No 1-65A/8, On Plot No 7","New No 1-4-53/1, Street No 8",Habsiguda,,Hyderabad,Telangana,500007,India,17.413894,78.545518,,ChIJAx9pUEGZyzsRMaQpE34G7pE,10515349318513828913,,,lskt.me/BLKST1330,Habsiguda.hyderabad@lenskartstore.com,8588802587,9154148055,11:00 AM,09:00 PM,a,a,,Available,a,a,https://stores.lenskart.com/lenskart-com-habsiguda-Habsiguda-hyderabad-769513/Home#book,lenskart-com-habsiguda-habsiguda-hyderabad-769513,,https://maps.google.com/maps?cid=10515349318513828913,https://local.google.com/place?id=10515349318513828913&use=srp,https://search.google.com/local/writereview?placeid=ChIJAx9pUEGZyzsRMaQpE34G7pE,,,,,,lskt.me/R1LKST1330,lskt.me/M1LKST1330,,,,,"{'1': 'Eye Test', '5': 'Repair', '6': 'Purchase'}",,0,2023-07-26 00:00:00,2024-01-10 17:30:06,1,"{'averageRating': '4.9', 'totalReviews': 781}",
